index,order_id,customer_id,customer_unique_id,customer_city,customer_state,order_purchase_timestamp,order_approved_at,order_estimated_delivery_date,order_status,order_item_id,product_id,price,freight_value,seller_id,payment_sequential,payment_type,payment_installments,payment_value,product_category_name
89083,bfd31c6f76ff82a41e7beb05565aec4d,6c65055adfbc0007dbb4c5a22ea5ba8c,c31f4549e788bd1e0afbd0cc8d64c671,uruguaiana,RS,2016-10-04 14:51:15,2016-10-06 15:56:40,2016-12-14 00:00:00,canceled,1.0,b4b1c13bd539cdda68bd9a5e899767fb,239.9,12.29,b7ba853e9551f4558440881fd3e5c815,1.0,credit_card,6.0,252.19,telephony
18535,5cb8558cbb7c0c2f00f43468579d3e3c,2ff5a6455514da421bd25d6e4ceb1d12,2e629c69eaa172cb271dcf7f890f921a,lagoa santa,MG,2016-10-04 15:02:37,2016-10-05 03:10:59,2016-12-02 00:00:00,shipped,1.0,ad5396bf96af6ede77130e54ad266c61,22.37,17.78,184a67a8f9f63234d3a92340bbdb727f,1.0,boleto,1.0,40.15,furniture_decor
32817,a6475bb7a50387e3c665534e15bd40ac,442d66f0d96f656096dd70f1b0391e40,45d9410bc1f3c6e36dea41d8f823ada6,rio de janeiro,RJ,2016-10-04 16:28:25,2016-10-05 02:46:17,2016-11-28 00:00:00,invoiced,1.0,39731b928af43b0f49dd60d4706e403f,599.0,60.41,432c67955c0acd1fd6b0b5d678766a71,1.0,boleto,1.0,659.41,health_beauty
3056,ddaec6fff982b13e7e048b627a11d6da,68f4ad79cc0c2ad06e19088f5c00e9fa,00f0b70fdcb8a6e1671b52a2472bd41f,sao paulo,SP,2016-10-04 19:41:32,,2016-11-16 00:00:00,canceled,,,,,,1.0,boleto,1.0,116.99,
43599,966f96af9d189dc428ff04ebbca821b8,90e1931af4fb878dbe45c79e6e458015,36f1caf9bdbb0f6201dfdc27a08c6338,campinas,SP,2016-10-04 20:41:45,2016-10-06 15:57:38,2016-11-24 00:00:00,canceled,1.0,112dad9870ca76046f327b9c08f00b29,129.9,12.44,5f2684dab12e59f83bef73ae57724e45,1.0,credit_card,3.0,142.34,toys
23254,a68ce1686d536ca72bd2dadc4b8671e5,d7bed5fac093a4136216072abaf599d5,f15a952dfc52308d0361288fbf42c7b3,porto alegre,RS,2016-10-05 01:47:40,2016-10-07 03:11:22,2016-12-01 00:00:00,shipped,,,,,,1.0,boleto,1.0,77.73,
30150,92d731517f17c26f16182d45498c4c3d,95c44daefa7bfb91c6bb0665a0cd22fc,623b94cac35b6629e4a77bd398beca52,rio de janeiro,RJ,2016-10-05 11:23:13,,2016-11-14 00:00:00,canceled,,,,,,1.0,boleto,1.0,221.84,
87554,97d2f8fe76f2f253b8291e17b5383884,5458c93e0db88f9b885bc7dbc3bfa2a3,81e5fcd4b5436bb7e3eefd166f7bc489,cuiaba,MT,2016-10-05 11:54:15,2016-10-06 15:51:26,2016-12-07 00:00:00,shipped,1.0,a8255c87078b4bd9bc05fe7290ca5c25,279.99,121.2,a7f13822ceb966b076af67121f87b063,1.0,credit_card,10.0,401.19,auto
69926,e04f1da1f48bf2bbffcf57b9824f76e1,0d00d77134cae4c58695086ad8d85100,8886115442775dd8a20c2dcc921c7cc8,florianopolis,SC,2016-10-05 13:22:20,2016-10-06 15:51:38,2016-11-29 00:00:00,invoiced,,,,,,1.0,credit_card,7.0,76.19,
33157,dc18a044b56ed174037ca164cdf2e921,4a06381959b6670756de02e07b83815f,b92a2e5e8a6eabcc80882c7d68b2c70b,vargem grande paulista,SP,2016-10-05 14:16:28,2016-10-06 15:56:49,2016-11-29 00:00:00,unavailable,1.0,faa268ecc8a8434cb4ebee091b3222d6,1199.0,28.78,f0563bacf40c311f1c4d3d6b67b8a7a7,1.0,credit_card,10.0,1227.78,electronics
22948,3f913d30288c117e41ffe5cc74743dc9,7aae6b74d7e0a2a11051bf8a16e16021,ff39ae410be7f9b3a2457c546c6f67de,goiania,GO,2016-10-05 14:36:55,2016-10-06 15:53:06,2016-11-29 00:00:00,shipped,1.0,b76d57984db550fe9e6f3ad3467e3025,79.9,18.65,c9a06ece156bb057372c68718ec8909b,1.0,voucher,1.0,50.63,market_place
22948,3f913d30288c117e41ffe5cc74743dc9,7aae6b74d7e0a2a11051bf8a16e16021,ff39ae410be7f9b3a2457c546c6f67de,goiania,GO,2016-10-05 14:36:55,2016-10-06 15:53:06,2016-11-29 00:00:00,shipped,1.0,b76d57984db550fe9e6f3ad3467e3025,79.9,18.65,c9a06ece156bb057372c68718ec8909b,2.0,voucher,1.0,47.92,market_place
47113,cda873529ca7ab71f677d5ec11a40304,76c74aaff2f3f7355f46d9818ad092b8,f08dd31e4b7d59c4a80c1eba48355547,rio de janeiro,RJ,2016-10-05 16:57:30,2016-10-06 15:52:49,2016-12-01 00:00:00,shipped,1.0,79938780eb7ffb7289f59a9a283bc06b,59.9,16.0,ecccfa2bb93b34a3bf033cc5d1dcdc69,1.0,credit_card,2.0,75.9,health_beauty
83645,2fd1c83dd4714cf3cf796fffb6c8de62,7f51c513004ef3f35e834c142f286778,30fceee7cb0dbe6926f2b1128f2b3648,belo horizonte,MG,2016-10-05 17:21:29,2016-10-06 15:55:40,2016-11-29 00:00:00,unavailable,2.0,966a067b38634929844120e39b1576bc,59.99,24.08,61f159ef6da2d441951d2c0efa719362,1.0,credit_card,7.0,192.19,baby
83645,2fd1c83dd4714cf3cf796fffb6c8de62,7f51c513004ef3f35e834c142f286778,30fceee7cb0dbe6926f2b1128f2b3648,belo horizonte,MG,2016-10-05 17:21:29,2016-10-06 15:55:40,2016-11-29 00:00:00,unavailable,1.0,17c7ec33a1657924ad493e6978b4bf91,99.0,9.12,3d01d1c414c44b5943a09619ff3853cb,1.0,credit_card,7.0,192.19,baby
47552,1612081119e8f23745698ad3367cc14b,20d32833d8983a835cafcd54099631a0,1150664499f22ea0d558af89a2c053fc,atibaia,SP,2016-10-05 18:06:48,2017-04-11 15:17:38,2016-11-17 00:00:00,unavailable,,,,,,1.0,credit_card,5.0,117.48,
57591,2ce9683175cdab7d1c95bcbb3e36f478,b2d7ae0415dbbca535b5f7b38056dd1f,6a2da481aa7827b951175772a0fe8bb8,aracatuba,SP,2016-10-05 21:03:33,2016-10-06 07:46:39,2016-11-25 00:00:00,invoiced,,,,,,1.0,boleto,1.0,73.04,
324,d3c8851a6651eeff2f73b0e011ac45d0,957f8e082185574de25992dc659ebbc0,07d5b1f9bdd053347f0213187b343ac9,sao paulo,SP,2016-10-05 22:44:13,2016-10-06 15:51:05,2016-12-09 00:00:00,processing,1.0,ca17b18b38db6e0d2c33d362322f2a06,267.0,32.84,4be2e7f96b4fd749d52dff41f80e39dd,1.0,credit_card,1.0,299.84,books_technical
72686,799dc0fd216e2a8e571a2684ddb6f940,f3fecb293f31350518ee2ac197202282,a34c42acb1860ba63a4d59e9295ea75a,caraguatatuba,SP,2016-10-05 22:49:57,2016-10-06 15:54:47,2016-12-23 00:00:00,canceled,1.0,4a92216ec92c54fca6f132ae1988390d,128.7,12.29,ea6b12bf9ffe2bac34602ec631d97a47,1.0,credit_card,3.0,140.99,toys
80310,f69ae31bce06a78d626762b53067c7e0,08c95eb831d93a76079d7e24a117db29,e0998bd9b9ddc78c925d8a815f18673a,porto alegre,RS,2016-10-06 00:12:47,2016-10-06 16:03:56,2016-12-02 00:00:00,invoiced,1.0,3cdff94d5455b793b415be775cace03c,156.97,16.8,b17b679f4f5ce2e03ce6968c62648246,1.0,credit_card,3.0,173.77,health_beauty
13651,35b8e54d765e6b217e2dc5ab34f6b323,1aaa5eaa9dd9bafb385aadc1930ef8e4,854e546b53f9b86fecc634f1cc7587cb,pocos de caldas,MG,2016-10-06 12:23:07,2016-10-07 03:10:10,2016-11-30 00:00:00,invoiced,2.0,2c41d13dc2cf0e9c2e8db8952f0f3ff3,38.0,16.72,897060da8b9a21f655304d50fd935913,1.0,boleto,1.0,218.87,computers_accessories
13651,35b8e54d765e6b217e2dc5ab34f6b323,1aaa5eaa9dd9bafb385aadc1930ef8e4,854e546b53f9b86fecc634f1cc7587cb,pocos de caldas,MG,2016-10-06 12:23:07,2016-10-07 03:10:10,2016-11-30 00:00:00,invoiced,4.0,0ee7a6e1cd4ecf72e711a2f68b4d8d2e,38.0,16.72,897060da8b9a21f655304d50fd935913,1.0,boleto,1.0,218.87,computers_accessories
13651,35b8e54d765e6b217e2dc5ab34f6b323,1aaa5eaa9dd9bafb385aadc1930ef8e4,854e546b53f9b86fecc634f1cc7587cb,pocos de caldas,MG,2016-10-06 12:23:07,2016-10-07 03:10:10,2016-11-30 00:00:00,invoiced,3.0,0bfd2b8146cd034448f6e4c8ac8e47f0,38.0,16.72,897060da8b9a21f655304d50fd935913,1.0,boleto,1.0,218.87,computers_accessories
13651,35b8e54d765e6b217e2dc5ab34f6b323,1aaa5eaa9dd9bafb385aadc1930ef8e4,854e546b53f9b86fecc634f1cc7587cb,pocos de caldas,MG,2016-10-06 12:23:07,2016-10-07 03:10:10,2016-11-30 00:00:00,invoiced,1.0,b4763c2caeeac2424b64aa199789b81b,38.0,16.71,897060da8b9a21f655304d50fd935913,1.0,boleto,1.0,218.87,computers_accessories
95049,aef214f769de82d355c5d2ab49e15891,d83a72326816260884edd05238aaa508,6011fbc9e8e5dad3b09334f73b8ef23f,sao paulo,SP,2016-10-06 13:07:13,2016-10-06 16:03:13,2016-12-02 00:00:00,invoiced,1.0,dca18a6e2fb6da75092ed874094ed7b6,31.89,15.65,5656537e588803a555b8eb41f07a944b,1.0,credit_card,2.0,47.54,telephony
55193,c549f0d88f33bfe43351b893f1fb55ac,ea26950075411d4c3569a71853ee7388,ded0f90b96bc30dfa105a41bbe658cdf,rio de janeiro,RJ,2016-10-06 13:21:05,,2016-11-16 00:00:00,canceled,,,,,,1.0,credit_card,1.0,110.92,
53945,dbbbc904081f8e928028432e2e3d7686,1d34ed25963d5aae4cf3d7f3a4cda173,753bc5d6efa9e49a03e34cf521a9e124,quissama,RJ,2016-10-06 13:24:15,2016-10-07 10:16:33,2016-12-14 00:00:00,canceled,1.0,f38ce47371f868581f8c2df4ffa47fb6,1299.99,100.75,87b740daf17b5d1be335a64164ec6842,1.0,credit_card,10.0,1400.74,sports_leisure
62504,54bb06e1ca86bd99ee2a8d6288bf4ede,98bfbf477ed9f40a0264f5e527a446be,8aa802da0f525a68e7fae5e67929ebdd,aracariguama,SP,2016-10-06 13:38:39,2016-10-06 14:22:19,2016-12-12 00:00:00,unavailable,1.0,bef13288a0f8b26d763411ced1dfa268,64.9,25.33,cf281cf8b7affbdfe751b29cc85580e1,1.0,credit_card,1.0,90.23,cool_stuff
49189,60856ac7677a70cd87ad25d9b34d051b,bf3143805b420affe47047794eae0872,b139fbdcd53f8036eb05d3023fc97580,rio das pedras,SP,2016-10-06 14:36:59,2016-10-06 15:41:47,2016-11-28 00:00:00,invoiced,1.0,a18c130946b89ab774bc5948fe71e2a5,15.0,10.96,ce27a3cc3c8cc1ea79d11e561e9bebb6,1.0,credit_card,1.0,25.96,consoles_games
61382,edb2a55c055efbb898171ec9fd840ab9,193fc54759c7948c87e0795ada003c69,2dd087e327b9bdff4f2ac6cf855a3b06,sao goncalo do sapucai,MG,2016-10-06 16:34:16,2016-10-06 17:11:59,2016-11-28 00:00:00,invoiced,1.0,e7ffaa35a5caaca3366f5cc5705b5fb2,49.9,11.74,c7dcd301ecfe5ab7f778ac172cf74be7,1.0,credit_card,3.0,61.64,health_beauty
60706,9bd5312d12f48b04a460f702baff3d8c,4d145fd1d3245cbb3697dd41b4bcf19b,fa57a93088b5154400f24bee58fdf772,rio de janeiro,RJ,2016-10-06 20:43:30,,2016-11-16 00:00:00,canceled,,,,,,1.0,credit_card,5.0,221.84,
50731,4dd47e84e6b8ff4a63d0b8425e6d788e,96bbcbc8372c86da857d842dfda6bd72,e347a8d0bfec0255258cc913ed28d3a9,campos dos goytacazes,RJ,2016-10-06 23:49:18,2016-10-07 01:09:08,2016-11-24 00:00:00,unavailable,1.0,2aa489c905e1d41d8c716a6d6912d8c2,299.9,13.68,620c87c171fb2a6dd6e8bb4dec959fc6,1.0,credit_card,2.0,313.58,perfumery
83662,eb45ce36240dbf895bef98be0d1a85d3,80a46d4f35bf6a44fb4194ff13d945c9,45f8e065815894a5aab5e89b61dd7b52,cacimbinhas,AL,2016-10-07 08:49:03,2016-10-08 09:30:22,2016-12-09 00:00:00,invoiced,1.0,54c31c4585d30843421c7ea07d80f84e,32.5,20.8,897060da8b9a21f655304d50fd935913,1.0,boleto,1.0,53.3,computers_accessories
85033,7d7bf3ee337c36ce012762da5f28f53a,75435919ec1c2171f20033e15cbaf004,80b62bae3408ac888ded81a3ee24dabb,belo horizonte,MG,2016-10-07 10:46:03,2016-10-07 12:14:45,2016-12-01 00:00:00,invoiced,1.0,4d7ccacbf7d2dd3e566cf5f149fb92e8,153.0,17.3,897060da8b9a21f655304d50fd935913,1.0,credit_card,1.0,170.3,computers_accessories
38291,032cf17f7a713287e46999fddea6051b,7ec44117b7760d297447f1cff2a10967,b0cfaead61116dafe5fc20f4c9a91754,rio de janeiro,RJ,2016-10-07 12:21:07,,2016-11-17 00:00:00,canceled,,,,,,1.0,credit_card,4.0,110.92,
58266,770d331c84e5b214bd9dc70a10b829d0,6c57e6119369185e575b36712766b0ef,59a7bb642795ddc85534fbd5f7360334,rio de janeiro,RJ,2016-10-07 14:52:30,2016-10-07 15:07:10,2016-11-29 00:00:00,canceled,1.0,eba7488e1c67729f045ab43fac426f2e,249.9,14.03,620c87c171fb2a6dd6e8bb4dec959fc6,1.0,credit_card,2.0,263.93,perfumery
32371,0efd0bc268d34da3f01f4ff25a6d4335,95446917717bb58d553d107d0f1668f6,aa6ea6f8307ee33b985192329cd8c79c,fortaleza,CE,2016-10-07 15:53:31,2016-10-07 16:12:22,2016-12-13 00:00:00,shipped,1.0,6dab56beb5263f0d554cae5c55809208,39.7,24.7,f4aba7c0bca51484c30ab7bdc34bcdd1,1.0,credit_card,3.0,64.4,health_beauty
79275,1a47da1d66c70489c8e35fe2b5433ab7,3d8e326c3cef3a9bba7ca121baac5fc3,b18b6d40c3c5510727e0f22b568d3e1f,porto alegre,RS,2016-10-07 18:16:31,2016-10-07 18:53:48,2016-12-07 00:00:00,unavailable,1.0,eba7488e1c67729f045ab43fac426f2e,249.9,20.85,620c87c171fb2a6dd6e8bb4dec959fc6,1.0,credit_card,5.0,270.75,perfumery
19523,063b573b88fc80e516aba87df524f809,285195a5b585842e25bd1ef9015a8413,acf5cef98a4798f470a2bb70a330ac07,itu,SP,2016-10-07 19:17:00,2016-10-07 19:29:20,2016-12-01 00:00:00,shipped,1.0,3d37da85f5e66558333fb5daee494736,69.9,17.63,ecccfa2bb93b34a3bf033cc5d1dcdc69,1.0,credit_card,1.0,87.53,health_beauty
34523,45973912e490866800c0aea8f63099c8,912f108a7026f25f99240a5c4c60e2c3,cdf2b280dbabe2b047ba03f1886265e6,porto alegre,RS,2016-10-07 22:45:28,2016-10-07 22:58:37,2016-12-01 00:00:00,shipped,1.0,46d66b9ad911a2cea5e3c9127aa7fac5,178.9,21.75,ed859002ad59dbf8cf3602696a6c3000,1.0,credit_card,10.0,401.3,air_conditioning
34523,45973912e490866800c0aea8f63099c8,912f108a7026f25f99240a5c4c60e2c3,cdf2b280dbabe2b047ba03f1886265e6,porto alegre,RS,2016-10-07 22:45:28,2016-10-07 22:58:37,2016-12-01 00:00:00,shipped,2.0,46d66b9ad911a2cea5e3c9127aa7fac5,178.9,21.75,ed859002ad59dbf8cf3602696a6c3000,1.0,credit_card,10.0,401.3,air_conditioning
40076,7fd4b0e047195ca197c3660772a8d8c0,fc253202cb10b4a99ac862321a854858,481c59a1f6bafb63320f101c013e6784,rio de janeiro,RJ,2016-10-08 07:02:33,2016-10-18 15:19:10,2016-11-18 00:00:00,canceled,,,,,,1.0,credit_card,3.0,110.92,
80926,ed83f6065ae47112c8cfbd22e231b6d8,39f51cf31b3d2266b99005da1b5d5b79,86f04460dd37a57e3a0ecdeaffb1919b,rinopolis,SP,2016-10-08 11:47:15,2016-10-08 13:24:51,2016-11-30 00:00:00,invoiced,1.0,bcb4f6803e8889a70dc5ed14c2f5f785,64.8,11.13,897060da8b9a21f655304d50fd935913,1.0,credit_card,7.0,75.93,computers_accessories
60805,3c3ca08854ca922fe8e9cedfd6841c8a,88c36fbd3df96094f90f0315e1d2dd90,e629cd3ff381ad0a234016fa7dd76f46,suzano,SP,2016-10-08 12:13:38,2016-10-08 13:21:35,2016-11-30 00:00:00,unavailable,1.0,ac6c24af9f913c9375a3ea77883bda6e,35.0,10.96,5206cc4bc2297c833e6061c49bf9c43f,1.0,credit_card,3.0,45.96,auto
62406,123e27a1a4d0b2481d8618ac3dff7d4e,1fe4c3902c5bd6510a869b3d4fd3843b,123ecbb4fb560cff85dd1072dd0a613d,rio de janeiro,RJ,2016-10-08 12:44:32,2016-10-18 15:19:08,2016-11-18 00:00:00,canceled,,,,,,1.0,credit_card,10.0,221.84,
59332,8beb59392e21af5eb9547ae1a9938d06,bf609b5741f71697f65ce3852c5d2623,f9af3bfab584769f34c314b222d34263,rio de janeiro,RJ,2016-10-08 20:17:50,2016-10-09 14:34:30,2016-11-30 00:00:00,canceled,1.0,c66def7098f4d87751f40c3a4855ced1,99.99,11.23,46dc3b2cc0980fb8ec44634e21d2718e,1.0,credit_card,5.0,111.22,toys
10304,c4e980a1d822db426982878b3cfdda6e,88dc22aad9cf20898eb3780977173dc5,ba1a0b654ccab39f3691fbc1b35c2499,itabuna,BA,2016-10-08 22:06:28,2016-10-09 15:15:10,2016-12-12 00:00:00,invoiced,1.0,04df667e73ca2fab4b9a97c86466b699,649.17,25.16,4d600e08ecbe08258c79e536c5a42fee,1.0,credit_card,10.0,674.33,watches_gifts
8791,dabf2b0e35b423f94618bf965fcb7514,5cdec0bb8cbdf53ffc8fdc212cd247c6,2f96790fba243100730c8d1185dd2f25,sao paulo,SP,2016-10-09 00:56:52,2016-10-09 13:36:58,2016-11-30 00:00:00,canceled,1.0,473795a355d29305c3ea6b156833adf5,59.9,0.48,620c87c171fb2a6dd6e8bb4dec959fc6,1.0,credit_card,2.0,140.22,perfumery
8791,dabf2b0e35b423f94618bf965fcb7514,5cdec0bb8cbdf53ffc8fdc212cd247c6,2f96790fba243100730c8d1185dd2f25,sao paulo,SP,2016-10-09 00:56:52,2016-10-09 13:36:58,2016-11-30 00:00:00,canceled,2.0,7cd29da0653abeb444703cc5a957f479,49.9,29.94,620c87c171fb2a6dd6e8bb4dec959fc6,1.0,credit_card,2.0,140.22,health_beauty
83121,02a0eb7c22b0616c767a45954a2a28f6,43d9a8df81f815755d9a258f2ee3135f,2b18ce67b0eecc6b8f099bfdaabf545b,belo jardim,PE,2016-10-09 10:34:58,2016-10-10 08:14:52,2016-12-12 00:00:00,invoiced,1.0,5f8c74f4a3d2b616857fcb7d4dd1f61a,119.5,25.04,83e197e95a1bbabc8c75e883ed016c47,1.0,credit_card,4.0,144.54,books_general_interest
56996,552e0a8dae101e32155120202f427b71,d1167e026b86aff77a4599738bf972dd,0659f2d6cabae94afd4d009c6d0e07dc,cacequi,RS,2016-10-09 11:23:21,2016-10-10 08:35:12,2016-12-12 00:00:00,canceled,2.0,e4fe462cce9f36e312b869418a86bc3a,195.0,34.57,2b1a40c1daabc6ca280c4b815c101841,1.0,credit_card,4.0,459.14,auto
56996,552e0a8dae101e32155120202f427b71,d1167e026b86aff77a4599738bf972dd,0659f2d6cabae94afd4d009c6d0e07dc,cacequi,RS,2016-10-09 11:23:21,2016-10-10 08:35:12,2016-12-12 00:00:00,canceled,1.0,e4fe462cce9f36e312b869418a86bc3a,195.0,34.57,2b1a40c1daabc6ca280c4b815c101841,1.0,credit_card,4.0,459.14,auto
53897,56eb381fff8db8d35134693062514084,b102a37db53345d7eb418649b096f8e8,0313291a6f4f16df04dcf819d88c38ef,sao sebastiao,SP,2016-10-09 12:34:53,2016-10-11 05:03:21,2016-12-30 00:00:00,processing,1.0,7f524cd9e1d47c5aa4b15b54d6d146cb,95.0,17.78,7a073a40a9d3f1fee8bc45670ea1e909,1.0,boleto,1.0,112.78,furniture_decor
42724,4551b488487e6cfa31f9e35073d3c5d4,dfa7df4afe1ba4c38428bd36cd4444c1,eec95eabca2b8d033e1d36ad86ad688a,barra mansa,RJ,2016-10-09 12:43:21,2016-10-11 17:16:27,2016-12-06 00:00:00,canceled,1.0,1e571e871a93944c5c48e6226f2cd94e,87.99,16.61,ecccfa2bb93b34a3bf033cc5d1dcdc69,1.0,credit_card,4.0,104.6,health_beauty
94399,2c45c33d2f9cb8ff8b1c86cc28c11c30,de4caa97afa80c8eeac2ff4c8da5b72e,d93a22bb52bb2f41a7267b8a02370781,florianopolis,SC,2016-10-09 15:39:56,2016-10-10 10:40:49,2016-12-08 00:00:00,canceled,1.0,e24f73b7631ee3fbb2ab700a9acaa258,135.0,18.51,0cbcee27c791afa0cdcb08587a2013a8,1.0,credit_card,3.0,153.51,fashion_bags_accessories
7244,5226f1a731e8a1215da5e1bea64e2130,3489fb03bfa99335c385df8b863a701b,046ed33aa8bef51855af6010a11a835c,duque de caxias,RJ,2016-10-10 09:51:13,2016-10-18 15:19:11,2016-11-18 00:00:00,canceled,,,,,,1.0,boleto,1.0,113.32,
40822,42c5091238dc63339c79f5f35f8a5a6b,da231380834f900e3fc3a958a1533a33,e3626c985901df173504f3d285ac823f,marica,RJ,2016-10-10 09:57:05,2016-10-10 11:04:04,2016-12-02 00:00:00,invoiced,1.0,4b88b15eb9d5ad74ffa095bcd4ddb64f,311.0,27.68,2199e7fe213c16213bf5d6a7eadc9a5d,1.0,credit_card,6.0,338.68,market_place
36147,dd845e1cdb19f08d029a727adc9a5a77,01f7b7a4e25cda9ce48c0f7263f7452d,e55fbf4f9ca883b98aeaa2b149987027,mimoso do sul,ES,2016-10-10 09:59:46,2016-10-10 12:01:59,2016-12-06 00:00:00,invoiced,1.0,6d2928252aa5ba6a5fc439571dd0d748,58.0,17.33,ce27a3cc3c8cc1ea79d11e561e9bebb6,1.0,credit_card,7.0,75.33,consoles_games
39655,1f66f9bfd244a5383aeb00a84ad12a66,b692755548475c6db9d19858c5da06f1,9eecbc54a48d750ac6762ab31477fb9f,anapolis,GO,2016-10-10 10:49:54,2016-10-10 12:01:56,2016-12-08 00:00:00,canceled,,,,,,1.0,credit_card,6.0,68.39,
46084,5a7ae4ca802c14fdff19558a4fee8727,3140c5d46f2d38e4f14a9675359d6a27,7f3ae1ea298c60b1a19751a1ded40199,porto alegre,RS,2016-10-10 17:16:03,2016-10-12 03:01:52,2016-12-06 00:00:00,invoiced,1.0,f9bcf9d8e89d012d7dc24fe4de0abd80,164.0,18.65,897060da8b9a21f655304d50fd935913,1.0,boleto,1.0,182.65,computers_accessories
53688,e5215415bb6f76fe3b7cb68103a0d1c0,b6f6cbfc126f1ae6723fe2f9b3751208,281096eb031de8c318bba51915fdd16a,paracuru,CE,2016-10-22 08:25:27,,2016-10-24 00:00:00,canceled,,,,,,1.0,voucher,1.0,61.99,
94965,195416246665b8268100ef5fde9722b4,b14e4569fdc3353689f16abb8b57dadc,7d08a8005756c215935d45bcc0e9a760,rio de janeiro,RJ,2017-01-08 19:27:22,2017-01-08 19:45:02,2017-02-22 00:00:00,shipped,1.0,67639b8cb7f4b8c431ed4c48a76866e0,129.9,20.99,cca3071e3e9bb7d12640c9fbe2301306,1.0,credit_card,1.0,150.89,furniture_decor
12751,46936461f0c4e3c80b9289ce5fc1682a,f6295486d5e27c0de0101b3f1b63b6d1,7d08a8005756c215935d45bcc0e9a760,rio de janeiro,RJ,2017-01-08 19:27:22,2017-01-08 19:45:02,2017-02-21 00:00:00,shipped,1.0,fd37eb547d2c63b60bcefd68951ee54d,129.9,20.99,cca3071e3e9bb7d12640c9fbe2301306,1.0,credit_card,1.0,150.89,furniture_decor
